StationID,Date,Type,Temperature
EZE00100082,18000702,TMAX,193
EZE00100082,18000702,TMIN,135
ITE00100554,18000703,TMAX,254
ITE00100554,18000703,TMIN,200
EZE00100082,18000703,TMAX,240
EZE00100082,18000703,TMIN,134
ITE00100554,18000704,TMAX,288
ITE00100554,18000704,TMIN,200
EZE00100082,18000704,TMAX,216
EZE00100082,18000704,TMIN,144
ITE00100554,18000705,TMAX,275
ITE00100554,18000705,TMIN,219
EZE00100082,18000705,TMAX,281
EZE00100082,18000705,TMIN,147
ITE00100554,18000706,TMAX,288
ITE00100554,18000706,TMIN,213
EZE00100082,18000706,TMAX,285
EZE00100082,18000706,TMIN,188
ITE00100554,18000707,TMAX,278
ITE00100554,18000707,TMIN,221
EZE00100082,18000707,TMAX,286
EZE00100082,18000707,TMIN,180
ITE00100554,18000708,TMAX,300
ITE00100554,18000708,TMIN,209
EZE00100082,18000708,TMAX,293
EZE00100082,18000708,TMIN,180
ITE00100554,18000709,TMAX,304
ITE00100554,18000709,TMIN,225
EZE00100082,18000709,TMAX,306
EZE00100082,18000709,TMIN,204
ITE00100554,18000710,TMAX,319
ITE00100554,18000710,TMIN,235
EZE00100082,18000710,TMAX,290
EZE00100082,18000710,TMIN,195
ITE00100554,18000711,TMAX,304
ITE00100554,18000711,TMIN,238
EZE00100082,18000711,TMAX,195
EZE00100082,18000711,TMIN,159
ITE00100554,18000712,TMAX,285
ITE00100554,18000712,TMIN,241
EZE00100082,18000712,TMAX,244
EZE00100082,18000712,TMIN,160
ITE00100554,18000713,TMAX,300
ITE00100554,18000713,TMIN,231
EZE00100082,18000713,TMAX,217
EZE00100082,18000713,TMIN,172
ITE00100554,18000714,TMAX,300
ITE00100554,18000714,TMIN,225
EZE00100082,18000714,TMAX,186
EZE00100082,18000714,TMIN,144
ITE00100554,18000715,TMAX,266
ITE00100554,18000715,TMIN,225
EZE00100082,18000715,TMAX,192
EZE00100082,18000715,TMIN,124
ITE00100554,18000716,TMAX,248
ITE00100554,18000716,TMIN,204
EZE00100082,18000716,TMAX,185
EZE00100082,18000716,TMIN,133
ITE00100554,18000717,TMAX,275
ITE00100554,18000717,TMIN,209
EZE00100082,18000717,TMAX,204
EZE00100082,18000717,TMIN,140
ITE00100554,18000718,TMAX,294
ITE00100554,18000718,TMIN,213
EZE00100082,18000718,TMAX,193
EZE00100082,18000718,TMIN,142
ITE00100554,18000719,TMAX,284
ITE00100554,18000719,TMIN,225
EZE00100082,18000719,TMAX,200
EZE00100082,18000719,TMIN,136
ITE00100554,18000720,TMAX,263
ITE00100554,18000720,TMIN,191
EZE00100082,18000720,TMAX,204
EZE00100082,18000720,TMIN,132
ITE00100554,18000721,TMAX,285
ITE00100554,18000721,TMIN,191
EZE00100082,18000721,TMAX,170
EZE00100082,18000721,TMIN,124
ITE00100554,18000722,TMAX,266
ITE00100554,18000722,TMIN,213
EZE00100082,18000722,TMAX,178
EZE00100082,18000722,TMIN,130
ITE00100554,18000723,TMAX,250
ITE00100554,18000723,TMIN,163
EZE00100082,18000723,TMAX,190
EZE00100082,18000723,TMIN,143
ITE00100554,18000724,TMAX,254
ITE00100554,18000724,TMIN,171
EZE00100082,18000724,TMAX,213
EZE00100082,18000724,TMIN,155
ITE00100554,18000725,TMAX,269
ITE00100554,18000725,TMIN,191
EZE00100082,18000725,TMAX,238
EZE00100082,18000725,TMIN,152
ITE00100554,18000726,TMAX,281
ITE00100554,18000726,TMIN,191
EZE00100082,18000726,TMAX,220
EZE00100082,18000726,TMIN,144
ITE00100554,18000727,TMAX,271
ITE00100554,18000727,TMIN,206
EZE00100082,18000727,TMAX,222
EZE00100082,18000727,TMIN,169
ITE00100554,18000728,TMAX,269
ITE00100554,18000728,TMIN,216
EZE00100082,18000728,TMAX,233
EZE00100082,18000728,TMIN,144
ITE00100554,18000729,TMAX,241
ITE00100554,18000729,TMIN,200
EZE00100082,18000729,TMAX,230
EZE00100082,18000729,TMIN,150
ITE00100554,18000730,TMAX,241
ITE00100554,18000730,TMIN,200
EZE00100082,18000730,TMAX,230
EZE00100082,18000730,TMIN,120
ITE00100554,18000731,TMAX,271
ITE00100554,18000731,TMIN,188
EZE00100082,18000731,TMAX,227
EZE00100082,18000731,TMIN,137
ITE00100554,18000801,TMAX,250
ITE00100554,18000801,TMIN,200
EZE00100082,18000801,TMAX,242
EZE00100082,18000801,TMIN,140
ITE00100554,18000802,TMAX,263
ITE00100554,18000802,TMIN,188
EZE00100082,18000802,TMAX,250
EZE00100082,18000802,TMIN,154
ITE00100554,18000803,TMAX,275
ITE00100554,18000803,TMIN,200
EZE00100082,18000803,TMAX,281
EZE00100082,18000803,TMIN,183
ITE00100554,18000804,TMAX,288
ITE00100554,18000804,TMIN,200
EZE00100082,18000804,TMAX,316
EZE00100082,18000804,TMIN,192
ITE00100554,18000805,TMAX,309
ITE00100554,18000805,TMIN,210
EZE00100082,18000805,TMAX,248
EZE00100082,18000805,TMIN,168
ITE00100554,18000806,TMAX,288
ITE00100554,18000806,TMIN,213
EZE00100082,18000806,TMAX,216
EZE00100082,18000806,TMIN,138
ITE00100554,18000807,TMAX,298
ITE00100554,18000807,TMIN,200
EZE00100082,18000807,TMAX,210
EZE00100082,18000807,TMIN,141
ITE00100554,18000808,TMAX,223
ITE00100554,18000808,TMIN,143
EZE00100082,18000808,TMAX,193
EZE00100082,18000808,TMIN,136
ITE00100554,18000809,TMAX,240
ITE00100554,18000809,TMIN,144
EZE00100082,18000809,TMAX,214
EZE00100082,18000809,TMIN,117
ITE00100554,18000810,TMAX,246
ITE00100554,18000810,TMIN,159
EZE00100082,18000810,TMAX,251
EZE00100082,18000810,TMIN,155
ITE00100554,18000811,TMAX,271
ITE00100554,18000811,TMIN,166
EZE00100082,18000811,TMAX,246
EZE00100082,18000811,TMIN,155
ITE00100554,18000812,TMAX,259
ITE00100554,18000812,TMIN,184
EZE00100082,18000812,TMAX,262
EZE00100082,18000812,TMIN,162
ITE00100554,18000813,TMAX,281
ITE00100554,18000813,TMIN,204
EZE00100082,18000813,TMAX,287
EZE00100082,18000813,TMIN,165
ITE00100554,18000814,TMAX,284
ITE00100554,18000814,TMIN,221
EZE00100082,18000814,TMAX,306
EZE00100082,18000814,TMIN,180
ITE00100554,18000815,TMAX,298
ITE00100554,18000815,TMIN,216
EZE00100082,18000815,TMAX,307
EZE00100082,18000815,TMIN,181
ITE00100554,18000816,TMAX,304
ITE00100554,18000816,TMIN,216
EZE00100082,18000816,TMAX,304
EZE00100082,18000816,TMIN,198
ITE00100554,18000817,TMAX,309
ITE00100554,18000817,TMIN,216
EZE00100082,18000817,TMAX,275
EZE00100082,18000817,TMIN,178
ITE00100554,18000818,TMAX,313
ITE00100554,18000818,TMIN,221
EZE00100082,18000818,TMAX,323
EZE00100082,18000818,TMIN,185
ITE00100554,18000819,TMAX,323
ITE00100554,18000819,TMIN,238
EZE00100082,18000819,TMAX,290
EZE00100082,18000819,TMIN,195
ITE00100554,18000820,TMAX,310
ITE00100554,18000820,TMIN,235
EZE00100082,18000820,TMAX,274
EZE00100082,18000820,TMIN,202
ITE00100554,18000821,TMAX,298
ITE00100554,18000821,TMIN,231
EZE00100082,18000821,TMAX,253
EZE00100082,18000821,TMIN,195
ITE00100554,18000822,TMAX,279
ITE00100554,18000822,TMIN,209
EZE00100082,18000822,TMAX,206
EZE00100082,18000822,TMIN,158
ITE00100554,18000823,TMAX,213
ITE00100554,18000823,TMIN,204
EZE00100082,18000823,TMAX,231
EZE00100082,18000823,TMIN,119
ITE00100554,18000824,TMAX,229
ITE00100554,18000824,TMIN,148
EZE00100082,18000824,TMAX,213
EZE00100082,18000824,TMIN,154
ITE00100554,18000825,TMAX,241
ITE00100554,18000825,TMIN,171
EZE00100082,18000825,TMAX,200
EZE00100082,18000825,TMIN,133
ITE00100554,18000826,TMAX,210
ITE00100554,18000826,TMIN,159
EZE00100082,18000826,TMAX,215
EZE00100082,18000826,TMIN,151
ITE00100554,18000827,TMAX,234
ITE00100554,18000827,TMIN,146
EZE00100082,18000827,TMAX,220
EZE00100082,18000827,TMIN,148
ITE00100554,18000828,TMAX,234
ITE00100554,18000828,TMIN,154
EZE00100082,18000828,TMAX,203
EZE00100082,18000828,TMIN,158
ITE00100554,18000829,TMAX,241
ITE00100554,18000829,TMIN,179
EZE00100082,18000829,TMAX,203
EZE00100082,18000829,TMIN,149
ITE00100554,18000830,TMAX,241
ITE00100554,18000830,TMIN,163
EZE00100082,18000830,TMAX,196
EZE00100082,18000830,TMIN,154
ITE00100554,18000831,TMAX,240
ITE00100554,18000831,TMIN,165
EZE00100082,18000831,TMAX,177
EZE00100082,18000831,TMIN,147
ITE00100554,18000901,TMAX,241
ITE00100554,18000901,TMIN,184
EZE00100082,18000901,TMAX,193
EZE00100082,18000901,TMIN,148
ITE00100554,18000902,TMAX,179
ITE00100554,18000902,TMIN,179
EZE00100082,18000902,TMAX,209
EZE00100082,18000902,TMIN,152
ITE00100554,18000903,TMAX,216
ITE00100554,18000903,TMIN,166
EZE00100082,18000903,TMAX,197
EZE00100082,18000903,TMIN,157
ITE00100554,18000904,TMAX,229
ITE00100554,18000904,TMIN,166
EZE00100082,18000904,TMAX,214
EZE00100082,18000904,TMIN,141
ITE00100554,18000905,TMAX,238
ITE00100554,18000905,TMIN,191
EZE00100082,18000905,TMAX,210
EZE00100082,18000905,TMIN,154
ITE00100554,18000906,TMAX,238
ITE00100554,18000906,TMIN,179
EZE00100082,18000906,TMAX,225
EZE00100082,18000906,TMIN,173
ITE00100554,18000907,TMAX,223
ITE00100554,18000907,TMIN,178
EZE00100082,18000907,TMAX,230
EZE00100082,18000907,TMIN,146
ITE00100554,18000908,TMAX,238
ITE00100554,18000908,TMIN,175
EZE00100082,18000908,TMAX,227
EZE00100082,18000908,TMIN,184
ITE00100554,18000909,TMAX,250
ITE00100554,18000909,TMIN,188
EZE00100082,18000909,TMAX,194
EZE00100082,18000909,TMIN,163
ITE00100554,18000910,TMAX,238
ITE00100554,18000910,TMIN,188
EZE00100082,18000910,TMAX,202
EZE00100082,18000910,TMIN,152
ITE00100554,18000911,TMAX,248
ITE00100554,18000911,TMIN,163
EZE00100082,18000911,TMAX,181
EZE00100082,18000911,TMIN,157
ITE00100554,18000912,TMAX,238
ITE00100554,18000912,TMIN,163
EZE00100082,18000912,TMAX,186
EZE00100082,18000912,TMIN,141
ITE00100554,18000913,TMAX,241
ITE00100554,18000913,TMIN,154
EZE00100082,18000913,TMAX,177
EZE00100082,18000913,TMIN,116
ITE00100554,18000914,TMAX,229
ITE00100554,18000914,TMIN,166
EZE00100082,18000914,TMAX,183
EZE00100082,18000914,TMIN,104
ITE00100554,18000915,TMAX,225
ITE00100554,18000915,TMIN,159
EZE00100082,18000915,TMAX,198
EZE00100082,18000915,TMIN,115
ITE00100554,18000916,TMAX,229
ITE00100554,18000916,TMIN,154
EZE00100082,18000916,TMAX,205
EZE00100082,18000916,TMIN,111
ITE00100554,18000917,TMAX,235
ITE00100554,18000917,TMIN,163
EZE00100082,18000917,TMAX,199
EZE00100082,18000917,TMIN,110
ITE00100554,18000918,TMAX,246
ITE00100554,18000918,TMIN,175
EZE00100082,18000918,TMAX,217
EZE00100082,18000918,TMIN,118
ITE00100554,18000919,TMAX,241
ITE00100554,18000919,TMIN,184
EZE00100082,18000919,TMAX,217
EZE00100082,18000919,TMIN,165
ITE00100554,18000920,TMAX,225
ITE00100554,18000920,TMIN,191
EZE00100082,18000920,TMAX,210
EZE00100082,18000920,TMIN,142
ITE00100554,18000921,TMAX,231
ITE00100554,18000921,TMIN,191
EZE00100082,18000921,TMAX,193
EZE00100082,18000921,TMIN,155
ITE00100554,18000922,TMAX,235
ITE00100554,18000922,TMIN,185
EZE00100082,18000922,TMAX,169
EZE00100082,18000922,TMIN,136
ITE00100554,18000923,TMAX,234
ITE00100554,18000923,TMIN,163
EZE00100082,18000923,TMAX,170
EZE00100082,18000923,TMIN,131
ITE00100554,18000924,TMAX,234
ITE00100554,18000924,TMIN,169
EZE00100082,18000924,TMAX,164
EZE00100082,18000924,TMIN,132
ITE00100554,18000925,TMAX,238
ITE00100554,18000925,TMIN,171
EZE00100082,18000925,TMAX,156
EZE00100082,18000925,TMIN,125
ITE00100554,18000926,TMAX,198
ITE00100554,18000926,TMIN,181
EZE00100082,18000926,TMAX,144
EZE00100082,18000926,TMIN,115
ITE00100554,18000927,TMAX,213
ITE00100554,18000927,TMIN,129
EZE00100082,18000927,TMAX,134
EZE00100082,18000927,TMIN,116
ITE00100554,18000928,TMAX,213
ITE00100554,18000928,TMIN,181
EZE00100082,18000928,TMAX,158
EZE00100082,18000928,TMIN,114
ITE00100554,18000929,TMAX,196
ITE00100554,18000929,TMIN,119
EZE00100082,18000929,TMAX,131
EZE00100082,18000929,TMIN,91
ITE00100554,18000930,TMAX,200
ITE00100554,18000930,TMIN,100
EZE00100082,18000930,TMAX,157
EZE00100082,18000930,TMIN,85
ITE00100554,18001001,TMAX,188
ITE00100554,18001001,TMIN,129
EZE00100082,18001001,TMAX,133
EZE00100082,18001001,TMIN,110
ITE00100554,18001002,TMAX,194
ITE00100554,18001002,TMIN,144
EZE00100082,18001002,TMAX,135
EZE00100082,18001002,TMIN,98
ITE00100554,18001003,TMAX,200
ITE00100554,18001003,TMIN,144
EZE00100082,18001003,TMAX,164
EZE00100082,18001003,TMIN,94
ITE00100554,18001004,TMAX,200
ITE00100554,18001004,TMIN,163
EZE00100082,18001004,TMAX,136
EZE00100082,18001004,TMIN,109
ITE00100554,18001005,TMAX,185
ITE00100554,18001005,TMIN,141
EZE00100082,18001005,TMAX,150
EZE00100082,18001005,TMIN,95
ITE00100554,18001006,TMAX,181
ITE00100554,18001006,TMIN,150
EZE00100082,18001006,TMAX,149
EZE00100082,18001006,TMIN,76
ITE00100554,18001007,TMAX,169
ITE00100554,18001007,TMIN,154
EZE00100082,18001007,TMAX,163
EZE00100082,18001007,TMIN,98
ITE00100554,18001008,TMAX,184
ITE00100554,18001008,TMIN,165
EZE00100082,18001008,TMAX,165
EZE00100082,18001008,TMIN,104
ITE00100554,18001009,TMAX,184
ITE00100554,18001009,TMIN,166
EZE00100082,18001009,TMAX,174
EZE00100082,18001009,TMIN,120
ITE00100554,18001010,TMAX,181
ITE00100554,18001010,TMIN,150
EZE00100082,18001010,TMAX,169
EZE00100082,18001010,TMIN,125
ITE00100554,18001011,TMAX,188
ITE00100554,18001011,TMIN,150
EZE00100082,18001011,TMAX,136
EZE00100082,18001011,TMIN,97
ITE00100554,18001012,TMAX,175
ITE00100554,18001012,TMIN,123
EZE00100082,18001012,TMAX,147
EZE00100082,18001012,TMIN,99
ITE00100554,18001013,TMAX,175
ITE00100554,18001013,TMIN,113
EZE00100082,18001013,TMAX,127
EZE00100082,18001013,TMIN,98
ITE00100554,18001014,TMAX,171
ITE00100554,18001014,TMIN,100
EZE00100082,18001014,TMAX,135
EZE00100082,18001014,TMIN,93
ITE00100554,18001015,TMAX,171
ITE00100554,18001015,TMIN,96
EZE00100082,18001015,TMAX,124
EZE00100082,18001015,TMIN,97
ITE00100554,18001016,TMAX,166
ITE00100554,18001016,TMIN,109
EZE00100082,18001016,TMAX,119
EZE00100082,18001016,TMIN,72
ITE00100554,18001017,TMAX,184
ITE00100554,18001017,TMIN,116
EZE00100082,18001017,TMAX,81
EZE00100082,18001017,TMIN,48
ITE00100554,18001018,TMAX,154
ITE00100554,18001018,TMIN,104
EZE00100082,18001018,TMAX,99
EZE00100082,18001018,TMIN,22
ITE00100554,18001019,TMAX,150
ITE00100554,18001019,TMIN,75
EZE00100082,18001019,TMAX,127
EZE00100082,18001019,TMIN,85
ITE00100554,18001020,TMAX,149
ITE00100554,18001020,TMIN,69
EZE00100082,18001020,TMAX,136
EZE00100082,18001020,TMIN,75
ITE00100554,18001021,TMAX,148
ITE00100554,18001021,TMIN,71
EZE00100082,18001021,TMAX,133
EZE00100082,18001021,TMIN,60
ITE00100554,18001022,TMAX,129
ITE00100554,18001022,TMIN,110
EZE00100082,18001022,TMAX,106
EZE00100082,18001022,TMIN,52
ITE00100554,18001023,TMAX,116
ITE00100554,18001023,TMIN,113
EZE00100082,18001023,TMAX,75
EZE00100082,18001023,TMIN,44
ITE00100554,18001024,TMAX,104
ITE00100554,18001024,TMIN,44
EZE00100082,18001024,TMAX,92
EZE00100082,18001024,TMIN,33
ITE00100554,18001025,TMAX,121
ITE00100554,18001025,TMIN,31
EZE00100082,18001025,TMAX,76
EZE00100082,18001025,TMIN,-11
ITE00100554,18001026,TMAX,129
ITE00100554,18001026,TMIN,50
EZE00100082,18001026,TMAX,90
EZE00100082,18001026,TMIN,55
ITE00100554,18001027,TMAX,134
ITE00100554,18001027,TMIN,60
EZE00100082,18001027,TMAX,102
EZE00100082,18001027,TMIN,45
ITE00100554,18001028,TMAX,148
ITE00100554,18001028,TMIN,125
EZE00100082,18001028,TMAX,99
EZE00100082,18001028,TMIN,59
ITE00100554,18001029,TMAX,150
ITE00100554,18001029,TMIN,113
EZE00100082,18001029,TMAX,97
EZE00100082,18001029,TMIN,60
ITE00100554,18001030,TMAX,150
ITE00100554,18001030,TMIN,116
EZE00100082,18001030,TMAX,123
EZE00100082,18001030,TMIN,70
ITE00100554,18001031,TMAX,125
ITE00100554,18001031,TMIN,116
EZE00100082,18001031,TMAX,90
EZE00100082,18001031,TMIN,22
ITE00100554,18001101,TMAX,150
ITE00100554,18001101,TMIN,116
EZE00100082,18001101,TMAX,88
EZE00100082,18001101,TMIN,57
ITE00100554,18001102,TMAX,141
ITE00100554,18001102,TMIN,116
EZE00100082,18001102,TMAX,93
EZE00100082,18001102,TMIN,60
ITE00100554,18001103,TMAX,135
ITE00100554,18001103,TMIN,90
EZE00100082,18001103,TMAX,114
EZE00100082,18001103,TMIN,79
ITE00100554,18001104,TMAX,113
ITE00100554,18001104,TMIN,106
EZE00100082,18001104,TMAX,116
EZE00100082,18001104,TMIN,79
ITE00100554,18001105,TMAX,109
ITE00100554,18001105,TMIN,100
EZE00100082,18001105,TMAX,85
EZE00100082,18001105,TMIN,61
ITE00100554,18001106,TMAX,113
ITE00100554,18001106,TMIN,48
EZE00100082,18001106,TMAX,84
EZE00100082,18001106,TMIN,51
ITE00100554,18001107,TMAX,123
ITE00100554,18001107,TMIN,50
EZE00100082,18001107,TMAX,86
EZE00100082,18001107,TMIN,45
ITE00100554,18001108,TMAX,110
ITE00100554,18001108,TMIN,98
EZE00100082,18001108,TMAX,122
EZE00100082,18001108,TMIN,74
ITE00100554,18001109,TMAX,113
ITE00100554,18001109,TMIN,109
EZE00100082,18001109,TMAX,173
EZE00100082,18001109,TMIN,122
ITE00100554,18001110,TMAX,146
ITE00100554,18001110,TMIN,104
EZE00100082,18001110,TMAX,147
EZE00100082,18001110,TMIN,64
ITE00100554,18001111,TMAX,146
ITE00100554,18001111,TMIN,116
EZE00100082,18001111,TMAX,97
EZE00100082,18001111,TMIN,43
ITE00100554,18001112,TMAX,134
ITE00100554,18001112,TMIN,121
EZE00100082,18001112,TMAX,103
EZE00100082,18001112,TMIN,45
ITE00100554,18001113,TMAX,113
ITE00100554,18001113,TMIN,98
EZE00100082,18001113,TMAX,80
EZE00100082,18001113,TMIN,50
ITE00100554,18001114,TMAX,131
ITE00100554,18001114,TMIN,88
EZE00100082,18001114,TMAX,81
EZE00100082,18001114,TMIN,27
ITE00100554,18001115,TMAX,119
ITE00100554,18001115,TMIN,66
EZE00100082,18001115,TMAX,44
EZE00100082,18001115,TMIN,1
ITE00100554,18001116,TMAX,94
ITE00100554,18001116,TMIN,94
EZE00100082,18001116,TMAX,63
EZE00100082,18001116,TMIN,30
ITE00100554,18001117,TMAX,94
ITE00100554,18001117,TMIN,79
EZE00100082,18001117,TMAX,70
EZE00100082,18001117,TMIN,44
ITE00100554,18001118,TMAX,98
ITE00100554,18001118,TMIN,54
EZE00100082,18001118,TMAX,70
EZE00100082,18001118,TMIN,50
ITE00100554,18001119,TMAX,109
ITE00100554,18001119,TMIN,81
EZE00100082,18001119,TMAX,68
EZE00100082,18001119,TMIN,55
ITE00100554,18001120,TMAX,116
ITE00100554,18001120,TMIN,54
EZE00100082,18001120,TMAX,57
EZE00100082,18001120,TMIN,15
ITE00100554,18001121,TMAX,91
ITE00100554,18001121,TMIN,46
EZE00100082,18001121,TMAX,29
EZE00100082,18001121,TMIN,2
ITE00100554,18001122,TMAX,60
ITE00100554,18001122,TMIN,54
EZE00100082,18001122,TMAX,34
EZE00100082,18001122,TMIN,0
ITE00100554,18001123,TMAX,69
ITE00100554,18001123,TMIN,21
EZE00100082,18001123,TMAX,58
EZE00100082,18001123,TMIN,30
ITE00100554,18001124,TMAX,63
ITE00100554,18001124,TMIN,19
EZE00100082,18001124,TMAX,69
EZE00100082,18001124,TMIN,14
ITE00100554,18001125,TMAX,63
ITE00100554,18001125,TMIN,40
EZE00100082,18001125,TMAX,43
EZE00100082,18001125,TMIN,-5
ITE00100554,18001126,TMAX,59
ITE00100554,18001126,TMIN,54
EZE00100082,18001126,TMAX,45
EZE00100082,18001126,TMIN,-6
ITE00100554,18001127,TMAX,48
ITE00100554,18001127,TMIN,41
EZE00100082,18001127,TMAX,56
EZE00100082,18001127,TMIN,38
ITE00100554,18001128,TMAX,63
ITE00100554,18001128,TMIN,48
EZE00100082,18001128,TMAX,38
EZE00100082,18001128,TMIN,17
ITE00100554,18001129,TMAX,66
ITE00100554,18001129,TMIN,59
EZE00100082,18001129,TMAX,42
EZE00100082,18001129,TMIN,17
ITE00100554,18001130,TMAX,66
ITE00100554,18001130,TMIN,25
EZE00100082,18001130,TMAX,22
EZE00100082,18001130,TMIN,0
ITE00100554,18001201,TMAX,29
ITE00100554,18001201,TMIN,9
EZE00100082,18001201,TMAX,34
EZE00100082,18001201,TMIN,-2
ITE00100554,18001202,TMAX,10
ITE00100554,18001202,TMIN,-23
EZE00100082,18001202,TMAX,39
EZE00100082,18001202,TMIN,-5
ITE00100554,18001203,TMAX,16
ITE00100554,18001203,TMIN,-4
EZE00100082,18001203,TMAX,49
EZE00100082,18001203,TMIN,11
ITE00100554,18001204,TMAX,13
ITE00100554,18001204,TMIN,4
EZE00100082,18001204,TMAX,34
EZE00100082,18001204,TMIN,-5
ITE00100554,18001205,TMAX,54
ITE00100554,18001205,TMIN,19
EZE00100082,18001205,TMAX,23
EZE00100082,18001205,TMIN,4
ITE00100554,18001206,TMAX,29
ITE00100554,18001206,TMIN,13
EZE00100082,18001206,TMAX,63
EZE00100082,18001206,TMIN,19
ITE00100554,18001207,TMAX,13
ITE00100554,18001207,TMIN,3
EZE00100082,18001207,TMAX,38
EZE00100082,18001207,TMIN,0
ITE00100554,18001208,TMAX,0
ITE00100554,18001208,TMIN,-4
EZE00100082,18001208,TMAX,24
EZE00100082,18001208,TMIN,-4
ITE00100554,18001209,TMAX,10
ITE00100554,18001209,TMIN,-10
EZE00100082,18001209,TMAX,24
EZE00100082,18001209,TMIN,-17
ITE00100554,18001210,TMAX,21
ITE00100554,18001210,TMIN,10
EZE00100082,18001210,TMAX,27
EZE00100082,18001210,TMIN,-9
ITE00100554,18001211,TMAX,41
ITE00100554,18001211,TMIN,35
EZE00100082,18001211,TMAX,47
EZE00100082,18001211,TMIN,23
ITE00100554,18001212,TMAX,46
ITE00100554,18001212,TMIN,29
EZE00100082,18001212,TMAX,44
EZE00100082,18001212,TMIN,35
ITE00100554,18001213,TMAX,71
ITE00100554,18001213,TMIN,46
EZE00100082,18001213,TMAX,45
EZE00100082,18001213,TMIN,35
ITE00100554,18001214,TMAX,85
ITE00100554,18001214,TMIN,66
EZE00100082,18001214,TMAX,38
EZE00100082,18001214,TMIN,27
ITE00100554,18001215,TMAX,91
ITE00100554,18001215,TMIN,73
EZE00100082,18001215,TMAX,27
EZE00100082,18001215,TMIN,23
ITE00100554,18001216,TMAX,66
ITE00100554,18001216,TMIN,60
EZE00100082,18001216,TMAX,23
EZE00100082,18001216,TMIN,-3
ITE00100554,18001217,TMAX,50
ITE00100554,18001217,TMIN,50
EZE00100082,18001217,TMAX,-1
EZE00100082,18001217,TMIN,-14
ITE00100554,18001218,TMAX,54
ITE00100554,18001218,TMIN,48
EZE00100082,18001218,TMAX,-8
EZE00100082,18001218,TMIN,-35
ITE00100554,18001219,TMAX,29
ITE00100554,18001219,TMIN,29
EZE00100082,18001219,TMAX,-14
EZE00100082,18001219,TMIN,-56
ITE00100554,18001220,TMAX,13
ITE00100554,18001220,TMIN,10
EZE00100082,18001220,TMAX,-14
EZE00100082,18001220,TMIN,-64
ITE00100554,18001221,TMAX,10
ITE00100554,18001221,TMIN,-13
EZE00100082,18001221,TMAX,4
EZE00100082,18001221,TMIN,-83
ITE00100554,18001222,TMAX,16
ITE00100554,18001222,TMIN,-13
EZE00100082,18001222,TMAX,54
EZE00100082,18001222,TMIN,4
ITE00100554,18001223,TMAX,23
ITE00100554,18001223,TMIN,-16
EZE00100082,18001223,TMAX,52
EZE00100082,18001223,TMIN,30
ITE00100554,18001224,TMAX,16
ITE00100554,18001224,TMIN,4
EZE00100082,18001224,TMAX,30
EZE00100082,18001224,TMIN,6
ITE00100554,18001225,TMAX,25
ITE00100554,18001225,TMIN,13
EZE00100082,18001225,TMAX,21
EZE00100082,18001225,TMIN,11
ITE00100554,18001226,TMAX,38
ITE00100554,18001226,TMIN,25
EZE00100082,18001226,TMAX,36
EZE00100082,18001226,TMIN,8
ITE00100554,18001227,TMAX,10
ITE00100554,18001227,TMIN,9
EZE00100082,18001227,TMAX,47
EZE00100082,18001227,TMIN,20
ITE00100554,18001228,TMAX,35
ITE00100554,18001228,TMIN,25
EZE00100082,18001228,TMAX,43
EZE00100082,18001228,TMIN,7
ITE00100554,18001229,TMAX,50
ITE00100554,18001229,TMIN,16
EZE00100082,18001229,TMAX,45
EZE00100082,18001229,TMIN,-3
ITE00100554,18001230,TMAX,50
ITE00100554,18001230,TMIN,31
EZE00100082,18001230,TMAX,96
EZE00100082,18001230,TMIN,14
ITE00100554,18001231,TMAX,50
ITE00100554,18001231,TMIN,25
EZE00100082,18001231,TMAX,14
EZE00100082,18001231,TMIN,-4
